Time,59F
5/6/2024 11:00,1.21
5/6/2024 12:00,1.26
5/6/2024 13:00,1.49
5/6/2024 14:00,
5/6/2024 15:00,
5/6/2024 16:00,62.5
5/6/2024 17:00,21.9
5/6/2024 18:00,3.13
5/6/2024 19:00,8.93
5/6/2024 20:00,19.1
5/6/2024 21:00,18.8
5/6/2024 22:00,25.2
5/6/2024 23:00,7.93
5/7/2024 0:00,27
5/7/2024 1:00,8.71
5/7/2024 2:00,3.05
5/7/2024 3:00,6.26
5/7/2024 4:00,16.6
5/7/2024 5:00,6.71
5/7/2024 6:00,3.71
5/7/2024 7:00,7.31
5/7/2024 8:00,12.5
5/7/2024 9:00,4.04
5/7/2024 10:00,1.3
5/7/2024 11:00,4.18
5/7/2024 12:00,1.4
5/7/2024 13:00,13.2
5/7/2024 14:00,1.26
5/7/2024 15:00,2.37
5/7/2024 16:00,8.19
5/7/2024 17:00,3.04
5/7/2024 18:00,2.16
5/7/2024 19:00,7.42
5/7/2024 20:00,19.1
5/7/2024 21:00,5.95
5/7/2024 22:00,16.8
5/7/2024 23:00,12.8
5/8/2024 0:00,16.7
5/8/2024 1:00,2.33
5/8/2024 2:00,3.72
5/8/2024 3:00,8.41
5/8/2024 4:00,9.22
5/8/2024 5:00,2.02
5/8/2024 6:00,5.51
5/8/2024 7:00,1.39
5/8/2024 8:00,3.35
5/8/2024 9:00,1.9
5/8/2024 10:00,1.79
5/8/2024 11:00,2.51
5/8/2024 12:00,2.14
5/8/2024 13:00,12.6
5/8/2024 14:00,4.77
5/8/2024 15:00,1.22
5/8/2024 16:00,5.1
5/8/2024 17:00,1.76
5/8/2024 18:00,1.77
5/8/2024 19:00,6.43
5/8/2024 20:00,20.3
5/8/2024 21:00,2.35
5/8/2024 22:00,11.5
5/8/2024 23:00,19.2
5/9/2024 0:00,1.17
5/9/2024 1:00,13.3
5/9/2024 2:00,1.67
5/9/2024 3:00,4.1
5/9/2024 4:00,13.2
5/9/2024 5:00,1.36
5/9/2024 6:00,12.9
5/9/2024 7:00,8.48
5/9/2024 8:00,1.38
5/9/2024 9:00,2.35
5/9/2024 10:00,1.74
5/9/2024 11:00,3.34
5/9/2024 12:00,2.76
5/9/2024 13:00,1.98
5/9/2024 14:00,13.2
5/9/2024 15:00,4.57
5/9/2024 16:00,1.22
5/9/2024 17:00,1.92
5/9/2024 18:00,7.3
5/9/2024 19:00,10.2
5/9/2024 20:00,11.3
5/9/2024 21:00,12.6
5/9/2024 22:00,11.3
5/9/2024 23:00,8.84
5/10/2024 0:00,6.81
5/10/2024 1:00,10.2
5/10/2024 2:00,13.8
5/10/2024 3:00,11.3
5/10/2024 4:00,7.74
5/10/2024 5:00,4.07
5/10/2024 6:00,7.99
5/10/2024 7:00,1.99
5/10/2024 8:00,6.43
5/10/2024 9:00,12.2
5/10/2024 10:00,5.52
5/10/2024 11:00,4.78
5/10/2024 12:00,6.38
5/10/2024 13:00,4.98
5/10/2024 14:00,4
5/10/2024 15:00,5.2
5/10/2024 16:00,13.2
5/10/2024 17:00,1.39
5/10/2024 18:00,4.85
5/10/2024 19:00,1.44
5/10/2024 20:00,4.18
5/10/2024 21:00,2.59
5/10/2024 22:00,5.98
5/10/2024 23:00,2.53
5/11/2024 0:00,9.25
5/11/2024 1:00,9.28
5/11/2024 2:00,12.4
5/11/2024 3:00,17.5
5/11/2024 4:00,1.83
5/11/2024 5:00,1.45
5/11/2024 6:00,3
5/11/2024 7:00,2.66
5/11/2024 8:00,1.42
5/11/2024 9:00,2.34
5/11/2024 10:00,7.4
5/11/2024 11:00,8.89
5/11/2024 12:00,1.39
5/11/2024 13:00,1.35
5/11/2024 14:00,1.46
5/11/2024 15:00,2
5/11/2024 16:00,7.33
5/11/2024 17:00,1.94
5/11/2024 18:00,11.6
5/11/2024 19:00,10.8
5/11/2024 20:00,6.99
5/11/2024 21:00,4.82
5/11/2024 22:00,20.7
5/11/2024 23:00,1.57
5/12/2024 0:00,18.1
5/12/2024 1:00,2.31
5/12/2024 2:00,2.49
5/12/2024 3:00,2.34
5/12/2024 4:00,2.37
5/12/2024 5:00,1.14
5/12/2024 6:00,18.8
5/12/2024 7:00,2.6
5/12/2024 8:00,1.37
5/12/2024 9:00,4.45
5/12/2024 10:00,1.28
5/12/2024 11:00,2.07
5/12/2024 12:00,1.33
5/12/2024 13:00,4.22
5/12/2024 14:00,1.36
5/12/2024 15:00,6.21
5/12/2024 16:00,12.8
5/12/2024 17:00,1.45
5/12/2024 18:00,3.13
5/12/2024 19:00,17.2
5/12/2024 20:00,2
5/12/2024 21:00,5.79
5/12/2024 22:00,22.8
5/12/2024 23:00,12.6
5/13/2024 0:00,3.27
5/13/2024 1:00,2.51
5/13/2024 2:00,24.6
5/13/2024 3:00,10.2
5/13/2024 4:00,1.31
5/13/2024 5:00,14.4
5/13/2024 6:00,11.8
5/13/2024 7:00,1.24
5/13/2024 8:00,2.11
5/13/2024 9:00,2.3
5/13/2024 10:00,4.36
5/13/2024 11:00,1.33
5/13/2024 12:00,2.07
5/13/2024 13:00,5.09
5/13/2024 14:00,3.6
5/13/2024 15:00,1.16
5/13/2024 16:00,5.72
5/13/2024 17:00,4.73
5/13/2024 18:00,1.19
5/13/2024 19:00,14.9
5/13/2024 20:00,9.06
5/13/2024 21:00,9.82
5/13/2024 22:00,7.82
5/13/2024 23:00,3.42
5/14/2024 0:00,32.4
5/14/2024 1:00,15.2
5/14/2024 2:00,1.87
5/14/2024 3:00,7.47
5/14/2024 4:00,25.6
5/14/2024 5:00,1.68
5/14/2024 6:00,1.23
5/14/2024 7:00,1.15
5/14/2024 8:00,6.62
5/14/2024 9:00,1.2
5/14/2024 10:00,1.15
5/14/2024 11:00,1.23
5/14/2024 12:00,2.94
5/14/2024 13:00,1.2
5/14/2024 14:00,1.24
5/14/2024 15:00,2.74
5/14/2024 16:00,1.4
5/14/2024 17:00,6
5/14/2024 18:00,3.11
5/14/2024 19:00,27.8
5/14/2024 20:00,10.3
5/14/2024 21:00,12.5
5/14/2024 22:00,15.8
5/14/2024 23:00,14
5/15/2024 0:00,24.7
5/15/2024 1:00,1.23
5/15/2024 2:00,5.46
5/15/2024 3:00,8.59
5/15/2024 4:00,5.49
5/15/2024 5:00,5.59
5/15/2024 6:00,2.69
5/15/2024 7:00,3.35
5/15/2024 8:00,1.28
5/15/2024 9:00,1.57
5/15/2024 10:00,1.22
5/15/2024 11:00,21.7
5/15/2024 12:00,1.23
5/15/2024 13:00,1.73
5/15/2024 14:00,2.22
5/15/2024 15:00,2.81
5/15/2024 16:00,1.39
5/15/2024 17:00,3.94
5/15/2024 18:00,1.61
5/15/2024 19:00,26.9
5/15/2024 20:00,12.7
5/15/2024 21:00,4.25
5/15/2024 22:00,14.1
5/15/2024 23:00,7.16
5/16/2024 0:00,21.7
5/16/2024 1:00,8.35
5/16/2024 2:00,3.58
5/16/2024 3:00,23.2
5/16/2024 4:00,11.5
5/16/2024 5:00,3.35
5/16/2024 6:00,11.9
5/16/2024 7:00,1.43
5/16/2024 8:00,1.92
5/16/2024 9:00,2.68
5/16/2024 10:00,1.82
5/16/2024 11:00,5.05
5/16/2024 12:00,7.63
5/16/2024 13:00,1.63
5/16/2024 14:00,2.85
5/16/2024 15:00,1.24
5/16/2024 16:00,1.74
5/16/2024 17:00,12.5
5/16/2024 18:00,4.72
5/16/2024 19:00,23
5/16/2024 20:00,11.2
5/16/2024 21:00,22.3
5/16/2024 22:00,6.88
5/16/2024 23:00,10.7
5/17/2024 0:00,12.9
5/17/2024 1:00,5.17
5/17/2024 2:00,13
5/17/2024 3:00,9.75
5/17/2024 4:00,2.9
5/17/2024 5:00,10.2
5/17/2024 6:00,2.95
5/17/2024 7:00,2.43
5/17/2024 8:00,4
5/17/2024 9:00,1.16
5/17/2024 10:00,2.59
5/17/2024 11:00,11.2
5/17/2024 12:00,1.32
5/17/2024 13:00,4.74
5/17/2024 14:00,12.6
5/17/2024 15:00,7.01
5/17/2024 16:00,3.92
5/17/2024 17:00,1.89
