Time,55C
5/25/2024 10:00,4.26
5/25/2024 11:00,5.45
5/25/2024 12:00,1.67
5/25/2024 13:00,2.65
5/25/2024 14:00,4.43
5/25/2024 15:00,1.93
5/25/2024 16:00,8.16
5/25/2024 17:00,4.53
5/25/2024 18:00,1.86
5/25/2024 19:00,16.8
5/25/2024 20:00,19.5
5/25/2024 21:00,8.23
5/25/2024 22:00,4.95
5/25/2024 23:00,4.73
5/26/2024 0:00,16.4
5/26/2024 1:00,3.75
5/26/2024 2:00,23.8
5/26/2024 3:00,0.413
5/26/2024 4:00,3.38
5/26/2024 5:00,3.88
5/26/2024 6:00,23.2
5/26/2024 7:00,0.302
5/26/2024 8:00,1.26
5/26/2024 9:00,10.7
5/26/2024 10:00,0.771
5/26/2024 11:00,7.89
5/26/2024 12:00,2.58
5/26/2024 13:00,2.78
5/26/2024 14:00,1.49
5/26/2024 15:00,4.71
5/26/2024 16:00,16.6
5/26/2024 17:00,7.28
5/26/2024 18:00,2.84
5/26/2024 19:00,25.7
5/26/2024 20:00,25.2
5/26/2024 21:00,1.84
5/26/2024 22:00,5.75
5/26/2024 23:00,19.4
5/27/2024 0:00,12.2
5/27/2024 1:00,2.35
5/27/2024 2:00,5.96
5/27/2024 3:00,4.12
5/27/2024 4:00,3.76
5/27/2024 5:00,16.6
5/27/2024 6:00,9.24
5/27/2024 7:00,1.3
5/27/2024 8:00,9.84
5/27/2024 9:00,7.03
5/27/2024 10:00,4.25
5/27/2024 11:00,4.35
5/27/2024 12:00,2.64
5/27/2024 13:00,2.15
5/27/2024 14:00,5.37
5/27/2024 15:00,2.07
5/27/2024 16:00,16.3
5/27/2024 17:00,1.28
5/27/2024 18:00,13
5/27/2024 19:00,10.8
5/27/2024 20:00,32.5
5/27/2024 21:00,3.31
5/27/2024 22:00,5.9
5/27/2024 23:00,10.8
5/28/2024 0:00,3.66
5/28/2024 1:00,4.85
5/28/2024 2:00,8.26
5/28/2024 3:00,11.4
5/28/2024 4:00,1.13
5/28/2024 5:00,3.96
5/28/2024 6:00,9.08
5/28/2024 7:00,1.27
5/28/2024 8:00,3.09
5/28/2024 9:00,13.1
5/28/2024 10:00,5.04
5/28/2024 11:00,29.4
5/28/2024 12:00,15.6
5/28/2024 13:00,36.1
5/28/2024 14:00,25.2
5/28/2024 15:00,10.8
5/28/2024 16:00,8.27
5/28/2024 17:00,15
5/28/2024 18:00,6.49
5/28/2024 19:00,13.9
5/28/2024 20:00,7.6
5/28/2024 21:00,9.72
5/28/2024 22:00,1.03
5/28/2024 23:00,7.66
5/29/2024 0:00,1
5/29/2024 1:00,1.94
5/29/2024 2:00,0.199
5/29/2024 3:00,0.356
5/29/2024 4:00,0.0244
5/29/2024 5:00,6.24
5/29/2024 6:00,1.07
5/29/2024 7:00,14.1
5/29/2024 8:00,2.7
5/29/2024 9:00,5.74
5/29/2024 10:00,0.034
5/29/2024 11:00,0.722
5/29/2024 12:00,0.169
5/29/2024 13:00,2.88
5/29/2024 14:00,0.0244
5/29/2024 15:00,2.49
5/29/2024 16:00,0.295
5/29/2024 17:00,0.0432
5/29/2024 18:00,0.0244
5/29/2024 19:00,17.9
5/29/2024 20:00,3.56
5/29/2024 21:00,0.0697
5/29/2024 22:00,5.84
5/29/2024 23:00,0.0364
5/30/2024 0:00,1.49
5/30/2024 1:00,5.58
5/30/2024 2:00,14.6
5/30/2024 3:00,0.0244
5/30/2024 4:00,0.0405
5/30/2024 5:00,4.99
5/30/2024 6:00,3.43
5/30/2024 7:00,0.145
5/30/2024 8:00,0.613
5/30/2024 9:00,6.11
5/30/2024 10:00,0.0318
5/30/2024 11:00,0.0244
5/30/2024 12:00,0.561
5/30/2024 13:00,0.136
5/30/2024 14:00,0.801
5/30/2024 15:00,0.469
5/30/2024 16:00,3.56
5/30/2024 17:00,0.612
5/30/2024 18:00,5.92
5/30/2024 19:00,12
5/30/2024 20:00,20.8
5/30/2024 21:00,15.4
5/30/2024 22:00,0.506
5/30/2024 23:00,1.25
5/31/2024 0:00,17.5
5/31/2024 1:00,3.24
5/31/2024 2:00,0.0244
5/31/2024 3:00,5.74
5/31/2024 4:00,0.289
5/31/2024 5:00,0.499
5/31/2024 6:00,5.53
5/31/2024 7:00,0.0519
5/31/2024 8:00,5.2
5/31/2024 9:00,1.09
5/31/2024 10:00,0.0244
5/31/2024 11:00,5.77
5/31/2024 12:00,0.975
5/31/2024 13:00,0.0244
5/31/2024 14:00,8.87
5/31/2024 15:00,0.0244
5/31/2024 16:00,4.22
5/31/2024 17:00,20.9
5/31/2024 18:00,2.19
5/31/2024 19:00,24
5/31/2024 20:00,13.6
5/31/2024 21:00,0.6
5/31/2024 22:00,3.24
5/31/2024 23:00,20.1
6/1/2024 0:00,0.0244
6/1/2024 1:00,5.96
6/1/2024 2:00,16.2
6/1/2024 3:00,0.362
6/1/2024 4:00,3.17
6/1/2024 5:00,0.0244
6/1/2024 6:00,0.886
6/1/2024 7:00,2.29
6/1/2024 8:00,5.98
6/1/2024 9:00,0.0244
6/1/2024 10:00,6.22
6/1/2024 11:00,0.0244
6/1/2024 12:00,2.12
6/1/2024 13:00,0.0244
6/1/2024 14:00,8.06
6/1/2024 15:00,1.52
6/1/2024 16:00,20.5
6/1/2024 17:00,23.5
6/1/2024 18:00,0.0394
6/1/2024 19:00,26.8
6/1/2024 20:00,24.1
6/1/2024 21:00,8.63
6/1/2024 22:00,1.25
6/1/2024 23:00,4.71
6/2/2024 0:00,0.0244
6/2/2024 1:00,5.54
6/2/2024 2:00,0.0244
6/2/2024 3:00,0.282
6/2/2024 4:00,7.04
6/2/2024 5:00,0.0244
6/2/2024 6:00,0.0244
6/2/2024 7:00,1.74
6/2/2024 8:00,0.0244
6/2/2024 9:00,8.65
6/2/2024 10:00,0.386
6/2/2024 11:00,4.26
6/2/2024 12:00,4.65
6/2/2024 13:00,0.0244
6/2/2024 14:00,6.86
6/2/2024 15:00,34
6/2/2024 16:00,23.8
6/2/2024 17:00,2.39
6/2/2024 18:00,0.358
6/2/2024 19:00,27.5
6/2/2024 20:00,18.7
6/2/2024 21:00,0.362
6/2/2024 22:00,2.84
6/2/2024 23:00,35.5
6/3/2024 0:00,11.7
6/3/2024 1:00,0.108
6/3/2024 2:00,0.0244
6/3/2024 3:00,1.11
6/3/2024 4:00,0.639
6/3/2024 5:00,0.819
6/3/2024 6:00,0.0283
6/3/2024 7:00,0.0244
6/3/2024 8:00,4.23
6/3/2024 9:00,0.0244
6/3/2024 10:00,0.947
6/3/2024 11:00,0.252
6/3/2024 12:00,0.155
6/3/2024 13:00,0.0244
6/3/2024 14:00,4.6
6/3/2024 15:00,0.0861
6/3/2024 16:00,8.46
6/3/2024 17:00,6.72
6/3/2024 18:00,8.44
6/3/2024 19:00,6.96
6/3/2024 20:00,0.327
6/3/2024 21:00,24.7
6/3/2024 22:00,11
6/3/2024 23:00,0.0244
6/4/2024 0:00,1.32
6/4/2024 1:00,18.9
6/4/2024 2:00,0.0244
6/4/2024 3:00,0.0244
6/4/2024 4:00,0.507
6/4/2024 5:00,2.24
6/4/2024 6:00,0.254
6/4/2024 7:00,2.05
6/4/2024 8:00,0.0244
6/4/2024 9:00,
6/4/2024 10:00,
6/4/2024 11:00,
6/4/2024 12:00,
