Time,55C_SHAM_F,56C_SHAM_F,59F_SHAM_F,536_SHAMF,A0D_SHAMF,A04_SHAMF,55C_SH_M,56C_SH_M,59F_SH_M,536_SH_M,A0D_SH_M,A04_SH_M,B65_SNI_F,B5F_SNI_F,A22_SNI_F,50E_SNIF,50D_SNIF,B65_SNI_F,56F_SNI_M,B6F_SNI_Male,B5F_SNI_Male,A22_SNI_Male,50E_SNI_Male,50D_SNI_Male,,,CTRL,SNI,CTRL_SEM,SNI_SEM,,,,,,,,,,
5/9/2024 21:00,25.1,45.1,12.6,31.4,47.1,0.0244,9.72,4.01,4.66,1.41,6.2,44.4,2.59,11.9,29.1,4.22,20.8,1.84,10.1,21,7.32,0.292,0.0714,1.12,,83,19.31036667,9.196116667,5.291881765,2.796204843,,,,,,,,,,
5/9/2024 22:00,30.3,32.1,11.3,9.94,37.7,1.14,1.03,4.72,2.75,3.26,11.1,37.3,2.33,13.7,13.5,7.72,9.66,0.0244,19.8,8.79,9.42,1.77,0.0244,0.879,,84,15.22,7.301483333,4.240704451,1.8473778,,,,,,,,,,
5/9/2024 23:00,32.1,20.5,8.84,24.1,18.2,5.69,7.66,4.79,2.35,1.48,0.448,22.1,0.422,1.71,8.6,5.14,3.91,0.488,17.7,5.55,5.49,7.44,0.0244,0.2,,85,12.35483333,4.722866667,3.039477781,1.458956634,,,,,,,,,,
5/10/2024 0:00,21.1,11.2,6.81,5.23,8.49,0.712,1,18.3,4.53,0.0244,3.29,11.2,2.96,2.09,28.1,5.21,7.57,0.0442,8.62,12,1.52,0.0573,0.0244,0.0922,,86,7.6572,5.690675,1.957985006,2.334219177,,,,,,,,,,
5/10/2024 1:00,7.06,7.64,10.2,4.61,10.7,0.0747,1.94,9.68,4.59,0.536,3.93,15.6,17.8,2.33,16.1,2.01,6.75,1.36,31.5,11.5,0.0244,0.0244,7.79,0.562,,87,6.380058333,8.1459,1.340413335,2.782744439,,,,,,,,,,
5/10/2024 2:00,13.7,9.8,13.8,0.111,1.51,0.0244,0.199,2.73,1.27,2.24,0.0244,13.9,3.8,4.96,5.29,3.04,7.21,0.0244,6.98,11.8,0.108,0.526,17,0.0524,,88,4.9424,5.0659,1.720352324,1.501371513,,,,,,,,,,
5/10/2024 3:00,8.81,7.36,11.3,9.74,4.88,0.0244,0.356,12,1.15,0.0535,2.18,2.72,0.0637,0.455,26.6,0.0371,11.1,0.0244,4.52,10.9,12.7,2.08,29.1,0.0787,,89,5.047825,8.138241667,1.319994108,2.999853935,,,,,,,,,,
5/10/2024 4:00,11.5,7.46,7.74,0.0457,1.84,0.531,0.0244,17.8,1.12,0.0244,0.136,10.9,31.3,0.589,31.9,6.73,0.0244,0.0244,21.9,21.1,7.23,0.363,6.98,0.713,,90,4.926791667,10.73781667,1.734506354,3.573668398,,,,,,,,,,
5/10/2024 5:00,1.9,7.1,4.07,0.0244,0.78,9.45,6.24,2.49,4.92,0.356,1.31,0.758,9.52,2.5,9.53,2.59,3.26,5.57,18,8.96,0.261,0.997,2.15,2,,91,3.2832,5.444833333,0.882940458,1.493099303,,,,,,,,,,
5/10/2024 6:00,3.87,6.94,7.99,8.75,13.6,4.26,1.07,18.9,1.54,0.593,0.0244,0.085,25.8,28.3,12.6,2.91,23.6,2.66,22.2,5.24,2.04,2.81,3.42,0.13,,92,5.6352,10.97583333,1.711527142,3.133682232,,,,,,,,,,
5/10/2024 7:00,31.5,3.5,1.99,0.0244,15,8.73,14.1,6.88,1.98,0.0244,0.454,15.9,28.2,2.55,8.34,9.01,22,0.865,14.7,24.7,0.166,0.0301,0.383,0.0244,,93,8.340233333,9.247375,2.722021867,3.061756822,,,,,,,,,,
5/10/2024 8:00,8,18.8,6.43,11.9,7.67,0.0669,2.7,1.73,1.22,0.0244,1.2,11.3,22.4,7.71,15.2,5.43,9.81,0.0244,10.3,15.7,0.989,1.33,0.917,0.0244,,94,5.920108333,7.486233333,1.695712014,2.13486556,,,,,,,,,,
5/10/2024 9:00,1.35,17.3,12.2,1.29,5.58,8.83,5.74,24.2,4.66,4.46,16.4,1.78,16.2,0.0547,29.8,3.15,10.1,1.21,6.05,32,2.91,0.922,19.5,3.84,,95,8.649166667,10.47805833,2.123726163,3.269833884,,,,,,,,,,
5/10/2024 10:00,6.19,9.31,5.52,0.0244,4.27,0.0324,0.034,2.34,1.27,0.0244,0.581,2.21,1.2,1.64,12.2,1.79,6.22,0.0244,3.92,1.89,0.422,0.0244,3.2,7.33,,96,2.650516667,3.321733333,0.877782132,1.050042664,,,,,,,,,,
5/10/2024 11:00,8.69,3.82,4.78,11.9,6.17,15.9,0.722,2.31,1.41,0.0244,1.35,18.5,46,4.85,17.7,7.63,11.9,0.0244,5.89,9.28,1.25,0.163,1.27,0.798,,97,6.298033333,8.896283333,1.786696827,3.720910387,,,,,,,,,,
5/10/2024 12:00,13.8,23.4,6.38,6.03,23.9,0.47,0.169,7.15,2.37,0.0244,0.0942,10.1,11.6,0.966,17,1.18,0.33,0.847,15.8,24.4,0.0244,0.0244,0.0284,0.0642,,98,7.823966667,6.022033333,2.478254177,2.517423163,,,,,,,,,,
5/10/2024 13:00,5.92,4.44,4.98,0.0244,1.16,0.0244,2.88,0.828,1.35,8.95,0.355,0.0913,7.26,0.284,2.84,1.95,12.6,0.0244,1.88,1.47,0.633,0.715,0.367,0.0244,,99,2.583591667,2.503983333,0.834153466,1.083345895,,,,,,,,,,
5/10/2024 14:00,7.94,0.38,4,0.179,0.154,0.487,0.0244,6.8,1.3,2.47,0.306,0.0244,10.7,1.02,22.6,1.62,0.388,1.82,5.8,12.8,0.77,0.516,0.0293,0.118,,100,2.0054,4.848441667,0.804095119,2.038721828,,,,,,,,,,
5/10/2024 15:00,5.92,0.0244,5.2,4.51,5.98,2.89,2.49,14.9,2.44,5.79,6.08,1.1,25.3,3.81,8.4,0.0244,1.65,2.29,0.676,6.59,6.09,6.03,6.7,11.7,,101,4.777033333,6.605033333,1.096009379,1.963164165,,,,,,,,,,
5/10/2024 16:00,3.45,4.09,13.2,5.05,14.4,0.0244,0.295,4.88,1.38,5.42,2.94,15.7,20.7,8.78,12.8,5.96,13,0.171,11.8,16.9,5.63,0.0244,1.39,4.38,,102,5.90245,8.461283333,1.576298234,1.931621725,,,,,,,,,,
5/10/2024 17:00,9.28,4.05,1.39,15.1,11.4,0.435,0.0432,10.5,1.58,0.0244,0.0461,21.7,4.25,0.734,16.1,4.1,9.5,0.0244,4.35,4.14,0.198,0.0244,0.353,0.0244,,103,6.295725,3.64985,2.079152239,1.4068073,,,,,,,,,,
5/10/2024 18:00,12.3,1.07,4.85,12.6,2.18,0.307,0.0244,8.75,6,7.22,0.0405,4.83,20.9,3.72,21.1,6.83,16.9,1.32,3.31,5.63,1.55,1.36,1.64,0.219,,104,5.014325,7.039916667,1.308088538,2.277653699,,,,,,,,,,
5/10/2024 19:00,12,15.6,1.44,19.9,3.67,15,17.9,15.5,16.5,4.02,4.08,5.31,9.41,16.1,20.8,11.3,15.3,3.65,2.59,5.43,23.2,3.99,10.3,0.714,,105,10.91,10.232,1.925680124,2.125116054,,,,,,,,,,
5/10/2024 20:00,22.6,22,4.18,20,6.85,4.27,3.56,17.5,21.7,1.5,15.9,1.48,24.8,0.236,17,19,16,3.84,12.9,13.7,26.4,2.3,19.9,3.83,,106,11.795,13.3255,2.545030065,2.570288854,,,,,,,,,,
5/10/2024 21:00,8.9,28.5,2.59,26.2,2.14,23.1,0.0697,24.1,7.13,9.74,16.2,23.7,6.86,0.68,26.1,1.3,9.49,0.708,1.44,13.9,14.6,1.71,0.863,0.0341,,107,14.36414167,6.473758333,3.011976433,2.351953463,,,,,,,,,,
5/10/2024 22:00,30.1,5.42,5.98,18,8.58,25.1,5.84,19,27,6.95,6.01,33.7,42.7,13.5,27.9,9.69,7.43,14,3.6,18,1.42,13.7,11.3,0.0244,,108,15.97333333,13.60536667,3.115482922,3.440110959,,,,,,,,,,
5/10/2024 23:00,24.8,18,2.53,22.1,31.2,5.32,0.0364,9.9,26.4,0.0502,21.2,43.1,35.9,6.98,34.7,23,15.6,14.1,18.3,9.98,3.59,0.125,14.5,2.54,,109,17.05305,14.94291667,3.938869025,3.368073164,,,,,,,,,,
5/11/2024 0:00,18.6,44.4,9.25,6.22,26.2,10.4,1.49,18.1,14.7,8.62,13.9,37.6,38,15.1,22.7,21.8,24.6,0.0244,11,1.47,15,0.804,7.99,15.3,,110,17.45666667,14.48236667,3.699450068,3.253867955,,,,,,,,,,
5/11/2024 1:00,7.23,35.4,9.28,7.95,6.36,1.39,5.58,8.17,6.7,7.44,1.47,47.5,4.6,15.4,26.6,16.5,30.8,0.0244,18.2,16.6,14,1.27,5.17,0.959,,111,12.03916667,12.51028333,4.095800595,2.939730207,,,,,,,,,,
5/11/2024 2:00,10.7,29.1,12.4,7.97,1.89,1.31,14.6,24.2,1.43,0.227,1.75,5.15,22.9,10.8,14.3,19.1,26.8,10.3,2.61,26.9,0.629,0.574,13.6,0.0244,,112,9.22725,12.37811667,2.742268496,2.902682336,,,,,,,,,,
5/11/2024 3:00,8.7,2.98,17.5,6.62,5.35,3.77,0.0244,4.19,20,0.0244,0.526,18.4,28.6,13.4,21.3,3.3,15,0.809,6.99,2.58,5.98,16.2,1.47,0.307,,113,7.3404,9.661333333,2.109316457,2.645221805,,,,,,,,,,
5/11/2024 4:00,6.49,6.91,1.83,0.0244,47.2,18.4,0.0405,5.28,5.67,0.0244,13.4,1.96,5.87,6.75,4.22,16.9,7.97,0.386,3.65,16.6,10.4,0.0244,8.11,0.0244,,114,8.935775,6.742066667,3.838473431,1.661639231,,,,,,,,,,
5/11/2024 5:00,10.3,19.1,1.45,4.59,18.8,0.344,4.99,18.2,9.85,1.96,0.0244,6.23,32.4,3.38,7.45,8.1,21.4,11.4,3.9,18.4,3.59,0.0244,1.82,4.4,,115,7.986533333,9.6887,2.092609751,2.797587033,,,,,,,,,,
5/11/2024 6:00,7.81,4.9,3,0.32,4.31,7.67,3.43,10.9,2.05,2,19.4,7.1,6.04,0.541,11.5,0.665,8.78,0.61,2.94,4.97,1.86,7.5,10.8,5.7,,116,6.074166667,5.158833333,1.493204028,1.134007274,,,,,,,,,,
5/11/2024 7:00,1.1,0.898,2.66,6.16,1.81,0.793,0.145,2.14,1.16,0.0244,5.08,0.189,2.41,0.294,1.45,1.46,2.2,0.0244,1.99,5.93,0.354,0.061,0.361,0.051,,117,1.846616667,1.382116667,0.562809356,0.487986219,,,,,,,,,,
5/11/2024 8:00,7.7,13.8,1.42,3.11,0.0244,1.54,0.613,11.5,1.19,1.82,0.0244,6.41,11.4,7.59,3.84,7.03,3.55,0.104,3.11,2.6,5.83,0.516,1.42,0.0773,,118,4.095983333,3.922275,1.35095002,1.001690439,,,,,,,,,,
5/11/2024 9:00,1.99,4.62,2.34,1.74,0.254,1.09,6.11,6.36,7.89,0.189,1.61,9,5.42,0.595,12.1,0.514,2.81,0.0244,0.646,6.79,1.97,0.0244,11.5,2.21,,119,3.599416667,3.716983333,0.884428993,1.249383929,,,,,,,,,,
5/11/2024 10:00,14,0.763,7.4,3.24,16,0.585,0.0318,5.7,1.16,1.44,0.4,1.37,24.9,10.5,1.09,0.0433,3.52,1.66,0.0613,10.4,0.239,0.0244,0.349,0.314,,120,4.340816667,4.425083333,1.581179156,2.167356818,,,,,,,,,,
5/11/2024 11:00,0.0244,28.2,8.89,0.0244,0.0641,0.402,0.0244,6.24,1.41,10.8,0.667,14.2,2.89,0.0244,6.95,1.86,25.1,0.308,6.24,6.83,0.708,1.35,0.305,1.16,,121,5.912191667,4.477116667,2.484256587,2.020789046,,,,,,,,,,
5/11/2024 12:00,2.06,21,1.39,5.09,0.0746,3.16,0.561,3.45,11,18.2,2.23,0.903,2.26,0.0484,9.66,0.552,4.38,0.297,0.0521,3.4,0.413,0.0244,9.17,0.0519,,122,5.759883333,2.525733333,2.050878273,1.019790462,,,,,,,,,,
5/11/2024 13:00,0.0244,0.85,1.35,0.0244,0.0469,4.76,0.136,6.53,1.33,28.3,1.03,2.71,18.7,9.8,6.44,3.18,3.01,0.89,1.11,7.29,2.92,1.37,0.123,0.431,,123,3.924308333,4.605333333,2.293150102,1.551244487,,,,,,,,,,
5/11/2024 14:00,0.337,4.56,1.46,5.58,9.56,0.0244,0.801,0.836,1.58,23.8,7.13,1.28,5.65,20.1,1.47,2.33,4.19,0.138,0.0746,8.95,0.953,0.0244,0.075,0.87,,124,4.7457,3.735416667,1.942470973,1.686480975,,,,,,,,,,
5/11/2024 15:00,3.66,0.525,2,5.02,0.0244,0.946,0.469,11.7,1.28,22.4,0.0723,1.3,5.29,0.868,5.12,0.0244,3.56,0.544,3.73,2.95,0.356,0.813,0.43,0.0244,,125,4.116391667,1.975816667,1.912151256,0.581693177,,,,,,,,,,
5/11/2024 16:00,11.3,1.73,7.33,19.8,12.3,13.2,3.56,14.8,9.37,24.3,11.9,28.2,21.5,26.8,27,2.97,15,6.74,5.25,12.6,5.79,0.514,8.8,17.8,,126,13.14916667,12.56366667,2.259701797,2.624160262,,,,,,,,,,
5/11/2024 17:00,2.78,28.6,1.94,27.4,0.291,1.19,0.612,12.8,1.54,29.8,0.562,10.4,7.7,9.36,8.04,0.178,5.93,0.0401,0.0244,2.38,0.0244,0.085,1.03,0.301,,127,9.82625,2.924408333,3.466454503,1.069330503,,,,,,,,,,
5/11/2024 18:00,3.2,2.97,11.6,0.3,0.975,1.19,5.92,19.1,8.19,0.485,2.66,0.416,2.1,0.134,1.42,0.0995,1.91,2.03,1.33,7.24,3.61,0.521,1.03,0.0692,,128,4.7505,1.791141667,1.650727578,0.579189116,,,,,,,,,,
5/11/2024 19:00,0.765,1.35,10.8,23,18.6,15.3,12,8.18,22.5,2.38,14.8,5.81,26.4,20.9,10,12.1,18.6,14.5,0.844,16,22.2,7.61,12,6.68,,129,11.29041667,13.98616667,2.259723976,2.105408871,,,,,,,,,,
5/11/2024 20:00,23,0.689,6.99,36.8,25.4,10.3,20.8,22.5,19.5,38.8,9.22,2.15,34.8,29.6,5.74,18.6,19.3,15.6,1.55,24.3,25.7,7.07,10.1,16,,130,18.01241667,17.36333333,3.593628485,2.920033814,,,,,,,,,,
5/11/2024 21:00,12.6,38.7,4.82,27.6,0.165,8.7,15.4,8.81,6.98,8.3,3.84,36.9,2.69,1.85,18.6,0.445,11.1,27.7,3.64,6.97,25,0.164,3.15,12,,131,14.40125,9.442416667,3.730656887,2.777323939,,,,,,,,,,
5/11/2024 22:00,17.9,17.6,20.7,14.2,32.3,19.3,0.506,9.42,17.9,0.246,14,51.8,14.3,3.58,7.21,6.82,2.6,0.132,12.8,16,4.18,4.37,13.8,0.0244,,132,17.98933333,7.151366667,3.970907066,1.641612467,,,,,,,,,,
5/11/2024 23:00,20.7,32.2,1.57,36.9,59.6,7.75,1.25,9.75,2.49,0.0244,0.466,56.4,36.8,15,22.7,3.85,18.6,20.4,10.2,10.6,3.1,17.5,0.28,9.66,,133,19.0917,14.0575,6.367361225,2.920365825,,,,,,,,,,
5/12/2024 0:00,9.62,47.8,18.1,25.8,57.2,1.51,17.5,10.6,27.8,0.0244,8.74,26.5,15.1,3.62,23.7,16.9,14.8,15.7,12.9,10.7,2.06,0.0244,17.2,16.6,,134,20.93286667,12.44203333,5.042714376,2.046501586,,,,,,,,,,
5/12/2024 1:00,0.502,6.55,2.31,10.2,7.92,0.872,3.24,1.1,29.4,0.974,13.6,9.01,16.9,0.866,19.4,0.0244,12,0.605,1.29,2.76,2.89,0.0244,1.92,0.658,,135,7.139833333,4.944816667,2.379596228,2.014014898,,,,,,,,,,
5/12/2024 2:00,5.9,18.5,2.49,15.7,16,12.1,0.0244,12.6,6.94,0.378,0.0244,8.09,2.2,11,7.97,7.5,8.33,0.303,14.6,17.2,17.8,5.77,3.62,1.5,,136,8.2289,8.149416667,1.930807517,1.724649734,,,,,,,,,,
5/12/2024 3:00,4.27,33.3,2.34,14,37.5,2.32,5.74,3.06,1.11,1.01,1.44,31.3,26.3,1.62,11.6,0.753,1,10.9,1.87,1.95,2.02,0.0768,1.29,3.12,,137,11.44916667,5.208316667,4.076500367,2.213109798,,,,,,,,,,
5/12/2024 4:00,13.9,0.781,2.37,2.3,0.0244,0.279,0.289,2.16,14,0.499,8.31,4.09,26.5,8.32,8.83,10.3,18,0.426,2.05,2.89,1.41,0.875,9.37,16.5,,138,4.083533333,8.78925,1.486007172,2.348527931,,,,,,,,,,
5/12/2024 5:00,3.85,5.89,1.14,8.43,23.1,15.9,0.499,3.99,1.17,0.214,0.937,2.26,5.58,2.17,3.17,1.39,19,2.66,3.79,10.2,15.7,0.603,15.8,1.66,,139,5.615,6.81025,2.047781072,1.900958985,,,,,,,,,,
5/12/2024 6:00,3.75,4.9,18.8,0.309,1.6,1.15,5.53,8.27,1.42,0.0244,0.0244,15.7,1.71,10.2,9.75,0.0244,1.56,14.9,3.39,0.554,0.798,0.805,1.72,2.07,,140,5.12315,3.956783333,1.800698267,1.400552727,,,,,,,,,,
5/12/2024 7:00,5.02,3.43,2.6,20.6,2.22,1.45,0.0519,0.808,1.25,0.0244,0.255,5.59,11.5,9.24,1.43,1.92,7.24,3.89,0.0244,1.22,0.644,1.09,0.987,0.497,,141,3.608275,3.306866667,1.633949009,1.114631355,,,,,,,,,,
5/12/2024 8:00,8.37,15,1.37,0.0244,10.6,1.11,5.2,0.177,1.24,0.172,10.8,4.5,5.25,0.411,4.09,0.63,6.4,2.72,0.0762,0.417,2.09,0.0244,0.0244,0.366,,142,4.880283333,1.874916667,1.482854085,0.649673654,,,,,,,,,,
5/12/2024 9:00,0.0244,13.6,4.45,22.5,19.6,14.3,1.09,0.231,12.9,3.56,0.0345,12.4,16.2,1.53,14.7,0.0244,16.6,0.779,0.241,3.01,5.06,0.0244,5.19,0.793,,143,8.724158333,5.345983333,2.336174812,1.899703342,,,,,,,,,,
5/12/2024 10:00,8.55,2.57,1.28,28.7,0.292,0.229,0.0244,2.26,1.28,2.25,0.364,0.718,3.66,7.21,2.79,0.344,0.627,0.237,0.0244,1.01,0.522,0.662,0.127,0.293,,144,4.043116667,1.458866667,2.337878331,0.615613343,,,,,,,,,,
5/12/2024 11:00,0.0706,2.57,2.07,0.0244,0.325,1.17,5.77,1.21,2.79,2.03,2.84,0.249,4.64,5.02,0.967,0.228,1.81,0.375,7.86,6.12,0.509,0.718,0.139,2.48,,145,1.759916667,2.572166667,0.476666341,0.76830997,,,,,,,,,,
5/12/2024 12:00,14.8,0.51,1.33,15.5,3.06,0.582,0.975,0.333,1.29,6.82,0.119,15.6,30.9,0.0244,11.8,13.9,13.2,0.206,0.0341,0.129,1.14,0.0244,0.561,0.108,,146,5.076583333,6.002241667,1.855322236,2.794562571,,,,,,,,,,
5/12/2024 13:00,2.74,8.19,4.22,50.9,26,0.465,0.0244,0.0295,3.36,10.8,0.658,0.0854,2.67,9.43,3.73,1.93,0.91,0.253,1.73,0.877,0.0435,0.0244,0.655,0.0511,,147,8.956025,1.858666667,4.373876516,0.7653686,,,,,,,,,,
5/12/2024 14:00,0.533,5.52,1.36,39.6,0.0244,1.44,8.87,1.19,6.87,3.93,1.82,3.19,4.64,1,3.92,0.0244,0.814,0.608,0.463,1.33,4.19,0.694,0.483,0.3,,148,6.195616667,1.538866667,3.136338332,0.48348343,,,,,,,,,,
5/12/2024 15:00,6.21,0.0244,6.21,10.5,3.85,0.559,0.0244,2.15,7.51,0.0244,8.27,16.5,6.38,7.13,11.9,3.6,3.92,0.823,6.09,0.335,0.0615,0.356,0.789,0.449,,149,5.152683333,3.486125,1.470875643,1.081781584,,,,,,,,,,
5/12/2024 16:00,15,12,12.8,14.3,21.4,6.35,4.22,10.5,7.1,7.2,7.46,56.4,11.8,21.5,18.6,9.3,12,1.8,8.72,5.38,9.67,0.145,1.85,1.24,,150,14.56083333,8.500416667,4.043623948,1.980143519,,,,,,,,,,
5/12/2024 17:00,13.2,14.3,1.45,10.9,0.0244,0.708,20.9,5.95,25.9,8.23,0.332,3.11,16.9,2.45,3.09,0.765,4.12,0.508,0.68,2.04,0.103,0.0244,0.16,1.78,,151,8.750366667,2.718366667,2.464682477,1.343145577,,,,,,,,,,
5/12/2024 18:00,5.41,2.74,3.13,11.1,1.53,1.97,2.19,1.1,2.38,0.223,2.61,0.519,7.78,1.9,10.3,0.769,1.26,0.62,0.286,1.19,6.8,1.23,4.97,2.27,,152,2.9085,3.28125,0.840696064,0.964118133,,,,,,,,,,
5/12/2024 19:00,4.46,1.86,17.2,0.103,0.111,6.35,24,16.7,42.7,0.0244,11.2,1.05,5.27,28.9,14.3,1.87,2.55,15.2,7.22,19.2,35.5,3.47,18.6,6.41,,153,10.47986667,13.2075,3.739964816,3.132627691,,,,,,,,,,
5/12/2024 20:00,12.6,8.65,2,9,30.6,14.5,13.6,35,35,0.0244,21.5,9.83,40.2,6.04,5.65,23.1,28.1,26,0.355,15.8,44.6,0.905,28.7,25.2,,154,16.02536667,20.3875,3.456749517,4.258980952,,,,,,,,,,
5/12/2024 21:00,18.7,11.2,5.79,5.93,52.6,5.8,0.6,5.79,16.1,0.0244,6.64,31.9,19.2,24.1,15.5,5.41,20.8,0.185,5.35,9.52,30.6,3.71,12.3,4.81,,155,13.42286667,12.62375,4.38396968,2.729103327,,,,,,,,,,
5/12/2024 22:00,34.2,37.8,22.8,5.86,31.7,6.91,3.24,0.102,13.1,0.0244,0.567,34.3,36.4,13.6,4.85,15.7,2.85,27.1,23.3,10.3,1.13,15.2,4.94,17.7,,156,15.88361667,14.4225,4.383817044,3.071562411,,,,,,,,,,
5/12/2024 23:00,25.4,22.2,12.6,4.47,28,15.6,20.1,21.9,36.7,0.0244,16,21.9,7.83,9.82,13.4,9.87,25.3,5.25,5.76,19.6,1.61,0.0662,0.979,0.772,,157,18.7412,8.354766667,2.880749279,2.280074585,,,,,,,,,,
5/13/2024 0:00,4.55,13,3.27,9.35,33.9,6.21,0.0244,16.5,4.49,0.0244,10,40.9,14.7,15,23.9,0.508,27.5,20.3,9.16,7.37,27.7,5.51,16.9,2.87,,158,11.85156667,14.28483333,3.749037959,2.699522971,,,,,,,,,,
5/13/2024 1:00,23.9,11.2,2.51,18.3,17.8,17.1,5.96,11.7,18.3,0.0244,5.85,2.2,22.8,1.63,27.8,7.79,6.17,10.9,1.97,14.8,2.9,13,4.44,14.2,,159,11.23703333,10.7,2.266695261,2.400606615,,,,,,,,,,
5/13/2024 2:00,3.68,35.1,24.6,1.21,19,1.49,16.2,0.389,5.88,0.0944,11.5,35,31.3,3.16,22.2,0.305,0.534,0.0339,14.5,1.04,3.18,0.0244,14.3,0.268,,160,12.84528333,7.570441667,3.783742721,3.041583401,,,,,,,,,,
5/13/2024 3:00,18.7,7.1,10.2,7,1.43,3.35,0.362,0.351,1.33,0.0244,2.19,0.854,1.87,3.99,5.23,0.0244,6.9,8.03,0.84,10.1,0.955,0.509,4.11,0.918,,161,4.407616667,3.623033333,1.606878067,0.965175753,,,,,,,,,,
5/13/2024 4:00,15.9,2.85,1.31,14.2,48.3,16.6,3.17,1.39,1.6,1.25,2.24,19.7,19.9,3.22,11.2,21.3,5.03,0.316,5.52,7.2,13.1,4.96,0.341,0.908,,162,10.70916667,7.749583333,3.994043569,2.07747552,,,,,,,,,,
5/13/2024 5:00,5.39,19.7,14.4,16.5,5.82,0.702,0.0244,4.29,16.8,1.23,5.45,0.921,2.81,2.46,11,0.0244,0.514,22.2,1.26,7.93,1.83,2.59,8.26,17.4,,163,7.602283333,6.5232,2.078550445,2.065121488,,,,,,,,,,
5/13/2024 6:00,20.2,2.14,11.8,5.26,21.3,4.06,0.886,5.8,1.2,0.515,0.255,13.8,12.5,0.649,14.2,0.0244,1.78,6.63,8.98,0.839,2.43,0.194,2.98,2.69,,164,7.268,4.491366667,2.206138403,1.421618686,,,,,,,,,,
